2,1000,true,1,0,0.0,0.005089395322710026,11.113
2,1000,true,1,0,0.1,0.023085637619377566,10.236
2,1000,true,1,0,0.2,0.029998399979937515,10.189
2,1000,true,1,0,0.3,0.031554645887750116,10.183
2,1000,true,1,0,0.4,0.031554645887750116,10.183
2,1000,true,1,0,0.5,0.031554645887750116,10.183
2,1000,true,1,0,0.6,0.031554645887750116,10.183
2,1000,true,1,0,0.7,0.031554645887750116,10.183
2,1000,true,1,0,0.8,0.031554645887750116,10.183
2,1000,true,1,0,0.9,0.031554645887750116,10.183
2,1000,true,1,0,1.0,0.05084648919743741,10.183
2,1000,true,1,1,0.0,0.004589928625990005,3.855
2,1000,true,1,1,0.1,0.01822357754136003,3.434
2,1000,true,1,1,0.2,0.026021792821497445,3.388
2,1000,true,1,1,0.3,0.029847070046000117,3.366
2,1000,true,1,1,0.4,0.03291797482278986,3.351
2,1000,true,1,1,0.5,0.03797385623243722,3.342
2,1000,true,1,1,0.6,0.039346849132039965,3.366
2,1000,true,1,1,0.7,0.04217925434949754,3.342
2,1000,true,1,1,0.8,0.03753089249493734,3.342
2,1000,true,1,1,0.9,0.03876753969374978,3.338
2,1000,true,1,1,1.0,0.08861943706569789,3.335
